scopus_id,topic_id,topic_words,region,period,country,coverDate
2-s2.0-105011859413,3,"tourism, tourist, hospitality, hotel, service, industry, destination, tourism industry, customer, experience",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011773312,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011767483,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011755093,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011746786,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011740313,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011725550,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011722047,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011719948,26,"quantum, quantum computing, classical, computing, machine, learning, machine learning, entanglement, computer, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011717463,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011714591,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011713192,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011702696,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011699932,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011647187,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011641370,38,"malaria, disease, outbreak, vector, parasite, public health, machine, specie, control, health",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011518280,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011517008,39,"drug, solvent, inf, sup, formulation, pharmaceutical, regression, temperature, inf inf, sup sup",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011513815,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011490681,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011484591,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011405883,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011396892,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011390578,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011388610,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011381053,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011360241,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011353153,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011347159,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011346562,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011345118,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011344719,28,"sex, age, dental, forensic, skeletal, estimation, image, age estimation, teeth, accuracy",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011344379,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011341488,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011292018,25,"cell, microscopy, image, tissue, imaging, cellular, raman, phenotype, morphology, single",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011290683,13,"heritage, cultural, cultural heritage, archaeological, ancient, site, archaeology, bone, preservation, image",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011282268,26,"quantum, quantum computing, classical, computing, machine, learning, machine learning, entanglement, computer, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011281201,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011277145,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011261868,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011261408,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011255812,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011255545,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011254336,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011251509,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011201555,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011199192,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011197936,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Other / Unclassified,post_chatgpt,Unknown,Unknown
2-s2.0-105011196705,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011196376,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011195568,13,"heritage, cultural, cultural heritage, archaeological, ancient, site, archaeology, bone, preservation, image",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011194077,30,"translation, translator, language, machine translation, arabic, translate, text, english, google translate, literary",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011191119,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011187674,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011187042,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011179602,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011178756,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011175807,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011173848,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011156590,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011149458,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011140809,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011097062,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011088704,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011084415,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011083897,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011079993,24,"fake, news, fake news, social, social medium, twitter, medium, bot, tweet, user",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011074588,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105011069427,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011063606,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011058028,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011051067,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011047238,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105011041811,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011035594,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011032318,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011032071,39,"drug, solvent, inf, sup, formulation, pharmaceutical, regression, temperature, inf inf, sup sup",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105011032023,30,"translation, translator, language, machine translation, arabic, translate, text, english, google translate, literary",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011030928,6,"sport, player, game, football, team, performance, training, match, physical, injury",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105011030568,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010967655,10,"retinal, eye, image, disease, patient, visual, screening, diagnosis, accuracy, clinical",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010954138,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010943429,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010933065,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010925765,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010917195,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010889641,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010889166,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010883826,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010872631,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010864363,11,"price, housing, estate, real estate, valuation, real, property, market, house, appraisal",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010855887,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010845281,20,"eeg, seizure, signal, eeg signal, brain, feature, epilepsy, classification, accuracy, electroencephalography",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010775229,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010773756,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010771227,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010761306,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010748363,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010739842,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010736502,-1,,Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-105010734646,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010732567,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010727241,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010724174,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010723000,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010717020,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010715595,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010711125,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010708289,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010707304,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010687634,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010682321,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010657303,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010657228,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010656684,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010652387,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010650666,39,"drug, solvent, inf, sup, formulation, pharmaceutical, regression, temperature, inf inf, sup sup",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010633649,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010626115,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010623975,13,"heritage, cultural, cultural heritage, archaeological, ancient, site, archaeology, bone, preservation, image",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010620977,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010617996,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010613979,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010611752,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010611158,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010603184,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010599685,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010597263,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010594336,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010592692,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010583310,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010582421,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010580661,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010547374,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010527933,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010527608,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010512120,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010507507,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010495338,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010491370,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010489822,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010487849,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010480071,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010478243,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010477703,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010469511,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010458931,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010451617,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010415408,26,"quantum, quantum computing, classical, computing, machine, learning, machine learning, entanglement, computer, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010412932,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010322174,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010319657,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010313312,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010301221,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010291858,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010291615,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010290085,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010289346,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010288129,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010279731,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010275685,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010264599,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010261288,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010258752,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010258064,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010256027,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010241895,18,"entrepreneurial, entrepreneurship, entrepreneur, intention, business, ecosystem, digital, innovation, social, student",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010234179,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010217704,10,"retinal, eye, image, disease, patient, visual, screening, diagnosis, accuracy, clinical",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010217308,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010216812,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010211643,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-105010210682,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010204817,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010201832,37,"causal, effect, treatment effect, treatment, estimator, inference, estimate, causal inference, estimation, machine learning",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010198794,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010198575,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010196202,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010192627,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010191854,11,"price, housing, estate, real estate, valuation, real, property, market, house, appraisal",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010191614,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010191272,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010184321,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010175056,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105010174404,6,"sport, player, game, football, team, performance, training, match, physical, injury",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010167804,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010162426,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010162153,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010159966,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010157179,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010155818,6,"sport, player, game, football, team, performance, training, match, physical, injury",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010146400,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010143211,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010140848,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010131765,40,"dental, dentistry, student, education, clinical, diagnostic, oral, intelligence, artificial intelligence, group",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010130046,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010127268,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010123266,44,"optical, design, sensor, sup, modulation, device, fiber, graphene, refractive, refractive index",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105010121753,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010113343,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010111934,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010110506,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010110095,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010107663,27,"ghz, band, channel, design, frequency, gain, bandwidth, wireless, communication, simulation",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010106468,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010105961,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010103853,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010101890,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105010101540,45,"tumor, brain, mri, image, imaging, segmentation, feature, resonance, magnetic resonance, classification",Asia-Pacific,post_chatgpt,Unknown,Unknown
