chunk_id,doc_id,country,region,year,period,stance,stance_confidence,score_risk,score_opportunity,score_balanced
UK_AI_Opportunities_Action_Plan_2025_chunk_13,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.8731,0.0338,0.8731,0.0932
UK_AI_Opportunities_Action_Plan_2025_chunk_14,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.8706,0.054,0.8706,0.0754
UK_AI_Opportunities_Action_Plan_2025_chunk_15,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.7738,0.074,0.7738,0.1522
UK_AI_Opportunities_Action_Plan_2025_chunk_16,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.7492,0.0523,0.7492,0.1985
UK_AI_Opportunities_Action_Plan_2025_chunk_17,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.7333,0.1335,0.7333,0.1332
UK_AI_Opportunities_Action_Plan_2025_chunk_18,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.8252,0.1218,0.8252,0.0531
UK_AI_Opportunities_Action_Plan_2025_chunk_19,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,2025,post_chatgpt,opportunity_focused,0.7313,0.1573,0.7313,0.1114
Germany_AI_Strategy_Update_2023_chunk_0,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.7703,0.1756,0.7703,0.0541
Germany_AI_Strategy_Update_2023_chunk_1,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6156,0.2611,0.6156,0.1233
Germany_AI_Strategy_Update_2023_chunk_2,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.9164,0.0246,0.9164,0.059
Germany_AI_Strategy_Update_2023_chunk_3,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6564,0.2759,0.6564,0.0676
Germany_AI_Strategy_Update_2023_chunk_4,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.9545,0.016,0.9545,0.0295
Germany_AI_Strategy_Update_2023_chunk_5,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.6414,0.6414,0.2376,0.121
Germany_AI_Strategy_Update_2023_chunk_6,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.7805,0.1583,0.7805,0.0611
Germany_AI_Strategy_Update_2023_chunk_7,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,balanced,0.4444,0.3571,0.4444,0.1985
Germany_AI_Strategy_Update_2023_chunk_8,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.4637,0.4637,0.3739,0.1624
Germany_AI_Strategy_Update_2023_chunk_9,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6176,0.2513,0.6176,0.1311
Germany_AI_Strategy_Update_2023_chunk_10,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6405,0.1789,0.6405,0.1807
Germany_AI_Strategy_Update_2023_chunk_11,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,balanced,0.4446,0.4446,0.3518,0.2036
Germany_AI_Strategy_Update_2023_chunk_12,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.9362,0.0181,0.9362,0.0457
Germany_AI_Strategy_Update_2023_chunk_13,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.8838,0.0666,0.8838,0.0496
Germany_AI_Strategy_Update_2023_chunk_14,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.9162,0.0125,0.9162,0.0712
Germany_AI_Strategy_Update_2023_chunk_15,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.8393,0.0843,0.8393,0.0763
Germany_AI_Strategy_Update_2023_chunk_16,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.8674,0.0301,0.8674,0.1026
Germany_AI_Strategy_Update_2023_chunk_17,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.8772,0.0278,0.8772,0.095
Germany_AI_Strategy_Update_2023_chunk_18,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.7416,0.1055,0.7416,0.1529
Germany_AI_Strategy_Update_2023_chunk_19,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6638,0.1796,0.6638,0.1566
Germany_AI_Strategy_Update_2023_chunk_20,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,opportunity_focused,0.6061,0.1925,0.6061,0.2014
Germany_AI_Strategy_Update_2023_chunk_21,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.852,0.852,0.0819,0.0662
Germany_AI_Strategy_Update_2023_chunk_22,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.7468,0.7468,0.212,0.0412
Germany_AI_Strategy_Update_2023_chunk_23,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,balanced,0.5177,0.1386,0.3437,0.5177
Germany_AI_Strategy_Update_2023_chunk_24,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,balanced,0.4462,0.3162,0.4462,0.2376
Germany_AI_Strategy_Update_2023_chunk_25,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.4713,0.4713,0.3843,0.1444
Germany_AI_Strategy_Update_2023_chunk_26,Germany_AI_Strategy_Update_2023,Germany,Europe,2023,post_chatgpt,risk_focused,0.5253,0.5253,0.3179,0.1568
France_AI_Strategy_2021_chunk_0,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5767,0.258,0.5767,0.1653
France_AI_Strategy_2021_chunk_1,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5617,0.1809,0.5617,0.2574
France_AI_Strategy_2021_chunk_2,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5339,0.1915,0.5339,0.2746
France_AI_Strategy_2021_chunk_3,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5466,0.2406,0.5466,0.2129
France_AI_Strategy_2021_chunk_4,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,balanced,0.3907,0.2409,0.3907,0.3683
France_AI_Strategy_2021_chunk_5,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5987,0.1477,0.5987,0.2536
France_AI_Strategy_2021_chunk_6,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.4838,0.1885,0.4838,0.3277
France_AI_Strategy_2021_chunk_7,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.4969,0.2348,0.4969,0.2684
France_AI_Strategy_2021_chunk_8,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.4558,0.3187,0.4558,0.2255
France_AI_Strategy_2021_chunk_9,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.6102,0.1504,0.6102,0.2394
France_AI_Strategy_2021_chunk_10,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,risk_focused,0.4677,0.4677,0.3982,0.134
France_AI_Strategy_2021_chunk_11,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,balanced,0.3965,0.293,0.3965,0.3104
France_AI_Strategy_2021_chunk_12,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5409,0.2046,0.5409,0.2545
France_AI_Strategy_2021_chunk_13,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5238,0.242,0.5238,0.2343
France_AI_Strategy_2021_chunk_14,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,balanced,0.4352,0.2813,0.4352,0.2835
France_AI_Strategy_2021_chunk_15,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,balanced,0.3977,0.3714,0.3977,0.2309
France_AI_Strategy_2021_chunk_16,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5289,0.1986,0.5289,0.2725
France_AI_Strategy_2021_chunk_17,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.689,0.1566,0.689,0.1544
France_AI_Strategy_2021_chunk_18,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.5519,0.1499,0.5519,0.2982
France_AI_Strategy_2021_chunk_19,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,balanced,0.3845,0.3084,0.3845,0.307
France_AI_Strategy_2021_chunk_20,France_AI_Strategy_2021,France,Europe,2021,pre_chatgpt,opportunity_focused,0.6247,0.1318,0.6247,0.2435
Singapore_Model_AI_Governance_Framework_2020_chunk_0,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.7084,0.7084,0.1562,0.1354
Singapore_Model_AI_Governance_Framework_2020_chunk_1,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.4941,0.2216,0.4941,0.2843
Singapore_Model_AI_Governance_Framework_2020_chunk_2,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.6382,0.2486,0.6382,0.1132
Singapore_Model_AI_Governance_Framework_2020_chunk_3,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.7934,0.7934,0.0896,0.117
Singapore_Model_AI_Governance_Framework_2020_chunk_4,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.406,0.406,0.307,0.287
Singapore_Model_AI_Governance_Framework_2020_chunk_5,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4438,0.4438,0.1902,0.366
Singapore_Model_AI_Governance_Framework_2020_chunk_6,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.3973,0.2385,0.3973,0.3642
Singapore_Model_AI_Governance_Framework_2020_chunk_7,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.6705,0.6705,0.2326,0.0969
Singapore_Model_AI_Governance_Framework_2020_chunk_8,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.753,0.753,0.123,0.124
Singapore_Model_AI_Governance_Framework_2020_chunk_9,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4304,0.246,0.4304,0.3236
Singapore_Model_AI_Governance_Framework_2020_chunk_10,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.6788,0.6788,0.2126,0.1086
Singapore_Model_AI_Governance_Framework_2020_chunk_11,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.5111,0.5111,0.1453,0.3435
Singapore_Model_AI_Governance_Framework_2020_chunk_12,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.4725,0.4725,0.1359,0.3916
Singapore_Model_AI_Governance_Framework_2020_chunk_13,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.5332,0.2484,0.2184,0.5332
Singapore_Model_AI_Governance_Framework_2020_chunk_14,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.3897,0.3897,0.2988,0.3115
Singapore_Model_AI_Governance_Framework_2020_chunk_15,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.465,0.3195,0.465,0.2155
Singapore_Model_AI_Governance_Framework_2020_chunk_16,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.3486,0.3482,0.3032,0.3486
Singapore_Model_AI_Governance_Framework_2020_chunk_17,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.5169,0.5169,0.1683,0.3148
Singapore_Model_AI_Governance_Framework_2020_chunk_18,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4379,0.4379,0.2731,0.289
Singapore_Model_AI_Governance_Framework_2020_chunk_19,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4075,0.4075,0.2358,0.3567
Singapore_Model_AI_Governance_Framework_2020_chunk_20,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.5088,0.5088,0.2412,0.25
Singapore_Model_AI_Governance_Framework_2020_chunk_21,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.67,0.67,0.1623,0.1677
Singapore_Model_AI_Governance_Framework_2020_chunk_22,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.5743,0.5743,0.132,0.2937
Singapore_Model_AI_Governance_Framework_2020_chunk_23,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4466,0.2951,0.4466,0.2582
Singapore_Model_AI_Governance_Framework_2020_chunk_24,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.511,0.511,0.2645,0.2245
Singapore_Model_AI_Governance_Framework_2020_chunk_25,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4197,0.4197,0.2985,0.2818
Singapore_Model_AI_Governance_Framework_2020_chunk_26,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4323,0.2451,0.4323,0.3227
Singapore_Model_AI_Governance_Framework_2020_chunk_27,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4797,0.2019,0.3184,0.4797
Singapore_Model_AI_Governance_Framework_2020_chunk_28,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4097,0.4097,0.2609,0.3294
Singapore_Model_AI_Governance_Framework_2020_chunk_29,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,risk_focused,0.56,0.56,0.2067,0.2334
Singapore_Model_AI_Governance_Framework_2020_chunk_30,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4224,0.1725,0.4224,0.4051
Singapore_Model_AI_Governance_Framework_2020_chunk_31,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.4952,0.2197,0.4952,0.2851
Singapore_Model_AI_Governance_Framework_2020_chunk_32,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.3788,0.31,0.3788,0.3112
Singapore_Model_AI_Governance_Framework_2020_chunk_33,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.7656,0.1033,0.7656,0.1311
Singapore_Model_AI_Governance_Framework_2020_chunk_34,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,balanced,0.4316,0.2348,0.3337,0.4316
Singapore_Model_AI_Governance_Framework_2020_chunk_35,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,2020,pre_chatgpt,opportunity_focused,0.6139,0.1398,0.6139,0.2463
Singapore_Model_AI_Governance_GenAI_2024_chunk_0,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.5363,0.5363,0.3015,0.1622
Singapore_Model_AI_Governance_GenAI_2024_chunk_1,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.5657,0.5657,0.2515,0.1828
Singapore_Model_AI_Governance_GenAI_2024_chunk_2,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.7091,0.2043,0.7091,0.0866
Singapore_Model_AI_Governance_GenAI_2024_chunk_3,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,balanced,0.6391,0.1657,0.1952,0.6391
Singapore_Model_AI_Governance_GenAI_2024_chunk_4,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.5408,0.5408,0.1818,0.2774
Singapore_Model_AI_Governance_GenAI_2024_chunk_5,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.5332,0.5332,0.1922,0.2746
Singapore_Model_AI_Governance_GenAI_2024_chunk_6,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.5444,0.2071,0.5444,0.2486
Singapore_Model_AI_Governance_GenAI_2024_chunk_7,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.4656,0.4656,0.2409,0.2935
Singapore_Model_AI_Governance_GenAI_2024_chunk_8,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.6721,0.6721,0.131,0.1969
Singapore_Model_AI_Governance_GenAI_2024_chunk_9,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.7817,0.7817,0.0776,0.1407
Singapore_Model_AI_Governance_GenAI_2024_chunk_10,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,balanced,0.424,0.424,0.2773,0.2986
Singapore_Model_AI_Governance_GenAI_2024_chunk_11,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.683,0.683,0.1306,0.1864
Singapore_Model_AI_Governance_GenAI_2024_chunk_12,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.8052,0.8052,0.079,0.1158
Singapore_Model_AI_Governance_GenAI_2024_chunk_13,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.8579,0.8579,0.0335,0.1086
Singapore_Model_AI_Governance_GenAI_2024_chunk_14,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,risk_focused,0.808,0.808,0.0929,0.0991
Singapore_Model_AI_Governance_GenAI_2024_chunk_15,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.6497,0.2108,0.6497,0.1395
Singapore_Model_AI_Governance_GenAI_2024_chunk_16,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.9183,0.0248,0.9183,0.057
Singapore_Model_AI_Governance_GenAI_2024_chunk_17,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.6637,0.1409,0.6637,0.1954
Singapore_Model_AI_Governance_GenAI_2024_chunk_18,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.5425,0.2043,0.5425,0.2532
Singapore_Model_AI_Governance_GenAI_2024_chunk_19,Singapore_Model_AI_Governance_GenAI_2024,Singapore,Asia-Pacific,2024,post_chatgpt,opportunity_focused,0.5701,0.1859,0.5701,0.244
India_National_AI_Strategy_2021_chunk_0,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.9151,0.0157,0.9151,0.0692
India_National_AI_Strategy_2021_chunk_1,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6875,0.1537,0.6875,0.1588
India_National_AI_Strategy_2021_chunk_2,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6147,0.1975,0.6147,0.1878
India_National_AI_Strategy_2021_chunk_3,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.5693,0.1821,0.5693,0.2486
India_National_AI_Strategy_2021_chunk_4,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,risk_focused,0.5527,0.5527,0.2944,0.1529
India_National_AI_Strategy_2021_chunk_5,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.4998,0.2303,0.2699,0.4998
India_National_AI_Strategy_2021_chunk_6,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6132,0.1438,0.6132,0.243
India_National_AI_Strategy_2021_chunk_7,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7496,0.0972,0.7496,0.1532
India_National_AI_Strategy_2021_chunk_8,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.8279,0.0466,0.8279,0.1255
India_National_AI_Strategy_2021_chunk_9,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.983,0.0064,0.983,0.0107
India_National_AI_Strategy_2021_chunk_10,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.9164,0.007,0.9164,0.0767
India_National_AI_Strategy_2021_chunk_11,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.85,0.0627,0.85,0.0873
India_National_AI_Strategy_2021_chunk_12,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7862,0.0699,0.7862,0.1439
India_National_AI_Strategy_2021_chunk_13,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.4651,0.3159,0.4651,0.2191
India_National_AI_Strategy_2021_chunk_14,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.5764,0.1716,0.5764,0.252
India_National_AI_Strategy_2021_chunk_15,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,risk_focused,0.5604,0.5604,0.2567,0.1829
India_National_AI_Strategy_2021_chunk_16,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.4071,0.4071,0.2812,0.3118
India_National_AI_Strategy_2021_chunk_17,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.8046,0.0769,0.8046,0.1185
India_National_AI_Strategy_2021_chunk_18,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.8226,0.0376,0.8226,0.1397
India_National_AI_Strategy_2021_chunk_19,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7891,0.0785,0.7891,0.1325
India_National_AI_Strategy_2021_chunk_20,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,risk_focused,0.5257,0.5257,0.2854,0.1889
India_National_AI_Strategy_2021_chunk_21,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.5724,0.1186,0.5724,0.3091
India_National_AI_Strategy_2021_chunk_22,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.8471,0.0289,0.8471,0.124
India_National_AI_Strategy_2021_chunk_23,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7955,0.0708,0.7955,0.1337
India_National_AI_Strategy_2021_chunk_24,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,risk_focused,0.4575,0.4575,0.2875,0.255
India_National_AI_Strategy_2021_chunk_25,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.3979,0.2982,0.3979,0.3039
India_National_AI_Strategy_2021_chunk_26,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.8495,0.0549,0.8495,0.0956
India_National_AI_Strategy_2021_chunk_27,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7337,0.1568,0.7337,0.1095
India_National_AI_Strategy_2021_chunk_28,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.4366,0.2508,0.4366,0.3125
India_National_AI_Strategy_2021_chunk_29,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6436,0.1287,0.6436,0.2277
India_National_AI_Strategy_2021_chunk_30,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6431,0.2689,0.6431,0.0881
India_National_AI_Strategy_2021_chunk_31,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6427,0.1047,0.6427,0.2526
India_National_AI_Strategy_2021_chunk_32,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6005,0.1244,0.6005,0.2751
India_National_AI_Strategy_2021_chunk_33,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6527,0.1724,0.6527,0.1748
India_National_AI_Strategy_2021_chunk_34,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.4809,0.3098,0.2093,0.4809
India_National_AI_Strategy_2021_chunk_35,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.3625,0.2878,0.3497,0.3625
India_National_AI_Strategy_2021_chunk_36,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.529,0.1575,0.3135,0.529
India_National_AI_Strategy_2021_chunk_37,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.3717,0.3075,0.3717,0.3207
India_National_AI_Strategy_2021_chunk_38,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,balanced,0.3632,0.3632,0.3527,0.2841
India_National_AI_Strategy_2021_chunk_39,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.7389,0.1608,0.7389,0.1003
India_National_AI_Strategy_2021_chunk_40,India_National_AI_Strategy_2021,India,Asia-Pacific,2021,pre_chatgpt,opportunity_focused,0.6648,0.1778,0.6648,0.1574
