scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85070819258,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-09-02,New Zealand
2-s2.0-85163057889,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-09-01,Taiwan
2-s2.0-85126326227,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2019-09-01,United States
2-s2.0-85108180654,129,AI in Public Administration & Governance,0.9,North America,pre_chatgpt,2019-09-01,United States
2-s2.0-85105810284,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-09-01,Bangladesh
2-s2.0-85074404751,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-09-01,India
2-s2.0-85073520863,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-09-01,India
2-s2.0-85073496837,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-09-01,India
2-s2.0-85073496172,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-09-01,India
2-s2.0-85073232377,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2019-09-01,United States
2-s2.0-85030838466,24,"AI, Fake News & Disinformation",0.8,Latin America,pre_chatgpt,2019-09-01,Brazil
2-s2.0-85064696743,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2019-08-18,United Kingdom
2-s2.0-85067288985,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2019-08-15,China
2-s2.0-85071314387,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2019-08-12,Spain
2-s2.0-85091252092,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2019-08-01,India
2-s2.0-85091193705,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2019-08-01,Canada
2-s2.0-85070300664,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-08-01,United Kingdom
2-s2.0-85059597616,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-08-01,Poland
2-s2.0-85047495701,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2019-08-01,United States
2-s2.0-85086411511,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-07-30,Indonesia
2-s2.0-85066852132,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,pre_chatgpt,2019-07-09,Australia
2-s2.0-85061318390,34,Autonomous Weapons & Military AI,0.9,Europe,pre_chatgpt,2019-07-03,United Kingdom
2-s2.0-85058102381,129,AI in Public Administration & Governance,0.9,Europe,pre_chatgpt,2019-07-03,Germany
2-s2.0-85113260163,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-07-01,Italy
2-s2.0-85085510135,8,"AI, Journalism & Media",0.7,Europe,pre_chatgpt,2019-07-01,Spain
2-s2.0-85077012915,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-07-01,Germany
2-s2.0-85073413925,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-07-01,India
2-s2.0-85073328137,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-07-01,India
2-s2.0-85073301177,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,pre_chatgpt,2019-07-01,India
2-s2.0-85069618089,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2019-07-01,United States
2-s2.0-85064479281,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2019-06-15,China
2-s2.0-85118224850,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,pre_chatgpt,2019-06-01,China
2-s2.0-85082462850,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-06-01,Italy
2-s2.0-85073977275,8,"AI, Journalism & Media",0.7,Africa & Middle East,pre_chatgpt,2019-06-01,UAE
2-s2.0-85067303397,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2019-06-01,Nigeria
2-s2.0-85065756375,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2019-06-01,United States
2-s2.0-85060456132,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,pre_chatgpt,2019-06-01,Australia
2-s2.0-85059509620,24,"AI, Fake News & Disinformation",0.8,Europe,pre_chatgpt,2019-06-01,Sweden
2-s2.0-85067090668,15,Predictive Policing & Criminal Justice AI,0.8,Europe,pre_chatgpt,2019-05-01,Lithuania
2-s2.0-85060880885,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-05-01,Malaysia
2-s2.0-85060599717,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-04-16,United States
2-s2.0-85046534978,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2019-04-15,India
2-s2.0-85065064096,34,Autonomous Weapons & Military AI,0.9,Europe,pre_chatgpt,2019-04-03,United Kingdom
2-s2.0-85064936928,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-04-01,India
2-s2.0-85062804093,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-04-01,Australia
2-s2.0-85059262843,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-04-01,Australia
2-s2.0-85054461325,129,AI in Public Administration & Governance,0.9,Asia-Pacific,pre_chatgpt,2019-04-01,China
2-s2.0-85046629818,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2019-04-01,China
2-s2.0-85082834315,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-03-15,Norway
2-s2.0-85054297277,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-03-15,United Kingdom
2-s2.0-85112206057,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,pre_chatgpt,2019-03-01,Iran
2-s2.0-85070722994,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-03-01,South Korea
2-s2.0-85064651994,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-03-01,Italy
2-s2.0-85062674562,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-03-01,United States
2-s2.0-85061613548,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2019-03-01,United Kingdom
2-s2.0-85061612121,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2019-03-01,United Kingdom
2-s2.0-85061602735,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-03-01,Australia
2-s2.0-85061598346,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2019-03-01,United States
2-s2.0-85061592553,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-03-01,United Kingdom
2-s2.0-85060379747,2,AI Cybersecurity & IoT Threats,0.9,Europe,pre_chatgpt,2019-03-01,United Kingdom
2-s2.0-85061745905,148,Smart City & Urban AI Governance,0.7,Latin America,pre_chatgpt,2019-02-19,Brazil
2-s2.0-85062238789,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-02-01,United States
2-s2.0-85056225775,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-02-01,Australia
2-s2.0-85074706182,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2019-01-02,Italy
2-s2.0-85052294897,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-01-02,United States
2-s2.0-85128939108,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2019-01-01,South Africa
2-s2.0-85091021142,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-01-01,Russia
2-s2.0-85090996750,24,"AI, Fake News & Disinformation",0.8,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85084445455,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-01-01,India
2-s2.0-85084430725,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2019-01-01,India
2-s2.0-85084058332,35,Gender Bias & AI Representation,0.9,Europe,pre_chatgpt,2019-01-01,Portugal
2-s2.0-85078832919,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85078153470,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85077838121,21,Trust & Trustworthiness in AI,0.8,Europe,pre_chatgpt,2019-01-01,Estonia
2-s2.0-85076895393,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,pre_chatgpt,2019-01-01,South Africa
2-s2.0-85073444880,103,"AI Law, Ethics & Human Rights",0.95,Latin America,pre_chatgpt,2019-01-01,Brazil
2-s2.0-85071317261,168,Digital Transformation & AI Adoption,0.55,Other / Unclassified,pre_chatgpt,2019-01-01,Unknown
2-s2.0-85070817246,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85068693406,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,pre_chatgpt,2019-01-01,Japan
2-s2.0-85067409733,34,Autonomous Weapons & Military AI,0.9,Europe,pre_chatgpt,2019-01-01,United Kingdom
2-s2.0-85066972810,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85066948376,151,AI Governance during COVID-19,0.6,Asia-Pacific,pre_chatgpt,2019-01-01,Australia
2-s2.0-85066930774,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2019-01-01,United States
2-s2.0-85066930655,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-01-01,United Kingdom
2-s2.0-85064716399,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-01-01,Malta
2-s2.0-85064412203,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2019-01-01,Portugal
2-s2.0-85063349479,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2019-01-01,Austria
2-s2.0-85062328948,2,AI Cybersecurity & IoT Threats,0.9,Europe,pre_chatgpt,2019-01-01,Spain
2-s2.0-85124622084,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-12-01,Germany
2-s2.0-85058170307,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-12-01,Poland
2-s2.0-85056491176,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,pre_chatgpt,2018-12-01,Unknown
2-s2.0-85055984655,124,AI Research Landscape (Bibliometrics),0.5,Europe,pre_chatgpt,2018-12-01,United Kingdom
2-s2.0-85053860878,2,AI Cybersecurity & IoT Threats,0.9,Other / Unclassified,pre_chatgpt,2018-12-01,Yemen
2-s2.0-85050928284,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2018-12-01,Japan
2-s2.0-85052567701,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2018-11-20,United States
2-s2.0-85047795704,2,AI Cybersecurity & IoT Threats,0.9,Europe,pre_chatgpt,2018-11-16,Germany
2-s2.0-85053241272,31,Algorithmic Fairness & Bias,1.0,North America,pre_chatgpt,2018-11-07,United States
2-s2.0-85064010910,124,AI Research Landscape (Bibliometrics),0.5,Other / Unclassified,pre_chatgpt,2018-11-02,Unknown
2-s2.0-85057093022,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2018-11-01,United States
2-s2.0-85055936991,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2018-11-01,Singapore
2-s2.0-85020065435,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-11-01,United States
2-s2.0-85049356406,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-09-01,United States
2-s2.0-85047981760,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,pre_chatgpt,2018-09-01,Australia
2-s2.0-85041524700,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-09-01,Ireland
2-s2.0-85046724831,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2018-08-01,Pakistan
2-s2.0-85044123296,8,"AI, Journalism & Media",0.7,Africa & Middle East,pre_chatgpt,2018-08-01,Israel
2-s2.0-85058651258,34,Autonomous Weapons & Military AI,0.9,Asia-Pacific,pre_chatgpt,2018-07-03,Japan
2-s2.0-85054789788,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-07-03,Denmark
2-s2.0-85048343471,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2018-07-03,Egypt
2-s2.0-85056625242,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2018-06-01,Australia
2-s2.0-85056266083,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2018-06-01,United States
2-s2.0-85050926539,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2018-06-01,Canada
2-s2.0-85048689357,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-06-01,United Kingdom
2-s2.0-85047016936,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-05-16,United States
2-s2.0-85043512726,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2018-05-01,United States
2-s2.0-85042109394,24,"AI, Fake News & Disinformation",0.8,North America,pre_chatgpt,2018-04-03,United States
2-s2.0-85041610170,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2018-03-01,United States
2-s2.0-85030571194,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2018-03-01,Australia
2-s2.0-85048091111,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-01-02,United Kingdom
2-s2.0-85041318126,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2018-01-02,United States
2-s2.0-85041003130,31,Algorithmic Fairness & Bias,1.0,North America,pre_chatgpt,2018-01-02,United States
2-s2.0-85068754000,35,Gender Bias & AI Representation,0.9,Europe,pre_chatgpt,2018-01-01,Portugal
2-s2.0-85066132237,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2018-01-01,United States
2-s2.0-85065720716,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-01-01,Russia
2-s2.0-85063177633,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2018-01-01,Russia
2-s2.0-85060957924,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-01-01,United States
2-s2.0-85060611392,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2018-01-01,Spain
2-s2.0-85059469835,15,Predictive Policing & Criminal Justice AI,0.8,Europe,pre_chatgpt,2018-01-01,Russia
2-s2.0-85059467443,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2018-01-01,India
2-s2.0-85051110964,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-01-01,United States
2-s2.0-85049564526,42,AI Accessibility & Disability Inclusion,0.5,North America,pre_chatgpt,2018-01-01,Canada
2-s2.0-85046086180,35,Gender Bias & AI Representation,0.9,Europe,pre_chatgpt,2018-01-01,United Kingdom
2-s2.0-85043772125,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2018-01-01,Canada
2-s2.0-85046934007,31,Algorithmic Fairness & Bias,1.0,Europe,pre_chatgpt,2017-12-01,United Kingdom
2-s2.0-85039054180,24,"AI, Fake News & Disinformation",0.8,Africa & Middle East,pre_chatgpt,2017-12-01,UAE
2-s2.0-85030535512,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2017-12-01,South Korea
2-s2.0-85029743909,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,pre_chatgpt,2017-12-01,UAE
2-s2.0-85014561079,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2017-12-01,United States
2-s2.0-84988924933,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2017-11-01,United States
2-s2.0-85032209507,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2017-10-11,China
2-s2.0-85028534860,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2017-10-01,United States
2-s2.0-85021831438,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,pre_chatgpt,2017-10-01,Australia
2-s2.0-85018457252,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-10-01,Lithuania
2-s2.0-85006822956,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-09-01,Spain
2-s2.0-84944608649,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-08-01,United Kingdom
2-s2.0-85042558337,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2017-07-03,Russia
2-s2.0-85020100052,124,AI Research Landscape (Bibliometrics),0.5,North America,pre_chatgpt,2017-07-01,Canada
2-s2.0-85032024830,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,pre_chatgpt,2017-06-01,South Africa
2-s2.0-85021656042,21,Trust & Trustworthiness in AI,0.8,North America,pre_chatgpt,2017-06-01,United States
2-s2.0-85021111228,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-06-01,United Kingdom
2-s2.0-85017156560,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2017-06-01,United States
2-s2.0-85020456130,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,pre_chatgpt,2017-05-01,Australia
2-s2.0-85017621557,34,Autonomous Weapons & Military AI,0.9,North America,pre_chatgpt,2017-04-01,United States
2-s2.0-84976384393,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-04-01,United Kingdom
2-s2.0-85011983831,114,Generative AI & Creative Ethics,0.65,Europe,pre_chatgpt,2017-02-01,Ireland
2-s2.0-85013915124,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-01-02,United Kingdom
2-s2.0-85128377675,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-01-01,Belgium
2-s2.0-85064120035,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-01-01,Switzerland
2-s2.0-85049169619,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,pre_chatgpt,2017-01-01,India
2-s2.0-85029715686,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2017-01-01,Italy
2-s2.0-85018911910,124,AI Research Landscape (Bibliometrics),0.5,Africa & Middle East,pre_chatgpt,2017-01-01,Nigeria
2-s2.0-84961112558,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-12-01,Russia
2-s2.0-84975267573,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-11-01,Spain
2-s2.0-84976516457,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-10-01,Turkey
2-s2.0-84947945261,34,Autonomous Weapons & Military AI,0.9,Europe,pre_chatgpt,2016-09-18,United Kingdom
2-s2.0-84991475108,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-09-01,United Kingdom
2-s2.0-84975525387,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2016-08-07,United States
2-s2.0-85017068759,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-06-01,Sweden
2-s2.0-85008869327,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2016-05-01,China
2-s2.0-84973354134,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2016-05-01,United States
2-s2.0-84949986742,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2016-05-01,United States
2-s2.0-84969857863,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2016-04-02,India
2-s2.0-84957895151,21,Trust & Trustworthiness in AI,0.8,Europe,pre_chatgpt,2016-04-01,Germany
2-s2.0-84960474939,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-03-09,United Kingdom
2-s2.0-84957990011,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2016-03-01,United States
2-s2.0-84975746721,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2016-01-02,United States
2-s2.0-85015833683,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2016-01-01,France
2-s2.0-84948946341,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2015-12-01,United States
2-s2.0-84977083540,8,"AI, Journalism & Media",0.7,North America,pre_chatgpt,2015-11-02,United States
2-s2.0-85059222697,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,pre_chatgpt,2015-09-01,China
2-s2.0-84946563609,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,pre_chatgpt,2015-07-03,United Kingdom
2-s2.0-84931037222,114,Generative AI & Creative Ethics,0.65,North America,pre_chatgpt,2015-07-01,United States
2-s2.0-85073963984,103,"AI Law, Ethics & Human Rights",0.95,North America,pre_chatgpt,2015-06-01,United States
2-s2.0-84945184589,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2015-06-01,United States
2-s2.0-84929951221,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2015-06-01,Lithuania
2-s2.0-84921854355,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2015-02-01,Pakistan
2-s2.0-84891823409,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2015-02-01,United Kingdom
2-s2.0-85068113333,148,Smart City & Urban AI Governance,0.7,Europe,pre_chatgpt,2015-01-01,Sweden
2-s2.0-84974578100,183,UAV & Drone Governance,0.6,Europe,pre_chatgpt,2015-01-01,Russia
2-s2.0-84936744294,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2015-01-01,India
2-s2.0-105028424995,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-31,Spain
2-s2.0-105027979389,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2025-12-31,Ukraine
2-s2.0-105027567737,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-31,India
2-s2.0-105027559045,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-31,India
2-s2.0-105027546359,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-31,India
2-s2.0-105030859484,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,post_chatgpt,2025-12-29,United States
2-s2.0-105029460293,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-29,Poland
2-s2.0-105027549322,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-29,Russia
2-s2.0-105027523609,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2025-12-29,China
2-s2.0-105027455819,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-27,Ukraine
2-s2.0-105026679506,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,post_chatgpt,2025-12-26,Croatia
2-s2.0-105026268906,129,AI in Public Administration & Governance,0.9,Africa & Middle East,post_chatgpt,2025-12-26,Ghana
2-s2.0-105027337862,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-25,India
2-s2.0-105028592791,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2025-12-23,Indonesia
2-s2.0-105028571542,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-20,India
2-s2.0-105027521750,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-20,India
2-s2.0-105026892213,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-20,Malaysia
2-s2.0-105026881945,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-20,Malaysia
2-s2.0-105028621793,135,EU AI Regulation & Regulatory Frameworks,1.0,Latin America,post_chatgpt,2025-12-19,Brazil
2-s2.0-105026629798,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2025-12-18,United States
2-s2.0-105026494005,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2025-12-16,Indonesia
2-s2.0-105026464905,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-16,India
2-s2.0-105027918655,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2025-12-15,Iraq
2-s2.0-105024671033,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2025-12-15,Poland
2-s2.0-105024576970,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-15,Italy
2-s2.0-105026138691,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-10,India
2-s2.0-105024528872,15,Predictive Policing & Criminal Justice AI,0.8,Latin America,post_chatgpt,2025-12-09,Ecuador
2-s2.0-105029958278,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-03,Hungary
2-s2.0-105029592900,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-03,Hungary
2-s2.0-105029559401,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-03,France
2-s2.0-105029557866,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-03,Portugal
2-s2.0-105029543807,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-03,Hungary
2-s2.0-105024827428,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-12-03,Turkey
2-s2.0-86000054787,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2025-12-01,Egypt
2-s2.0-85218710125,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2025-12-01,China
2-s2.0-85218211667,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2025-12-01,Australia
2-s2.0-85218203422,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2025-12-01,Saudi Arabia
2-s2.0-85218184578,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2025-12-01,United States
2-s2.0-85217731454,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2025-12-01,Saudi Arabia
2-s2.0-85215965007,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2025-12-01,Hong Kong
2-s2.0-85215583894,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2025-12-01,South Korea
2-s2.0-85205914876,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2025-12-01,United Kingdom
