scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85149720494,-1,,,Europe,pre_chatgpt,2021-06-01,Belgium
2-s2.0-85139749223,-1,,,Europe,pre_chatgpt,2021-06-01,Spain
2-s2.0-85134874560,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85133970949,4,Sentiment & Emotion Analysis,0.3,Europe,pre_chatgpt,2021-06-01,Turkey
2-s2.0-85132043879,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85131649442,37,Causal Inference with AI,0.4,Europe,pre_chatgpt,2021-06-01,Germany
2-s2.0-85128996474,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,pre_chatgpt,2021-06-01,Thailand
2-s2.0-85127449330,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85126223078,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,pre_chatgpt,2021-06-01,Switzerland
2-s2.0-85126184692,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85125878637,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Bangladesh
2-s2.0-85125781103,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85124214603,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Europe,pre_chatgpt,2021-06-01,Finland
2-s2.0-85121228405,170,"Topic0_Sub_170: har, activity, activity recognition, recognition, human acti",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85116866314,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85115421189,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85114683646,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85112636546,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85112228024,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85112183334,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,pre_chatgpt,2021-06-01,Turkey
2-s2.0-85111979396,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85111681554,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85111243777,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85111229847,-1,,,Other / Unclassified,pre_chatgpt,2021-06-01,Unknown
2-s2.0-85111075096,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85111052452,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,UAE
2-s2.0-85110500149,-1,,,Africa & Middle East,pre_chatgpt,2021-06-01,Egypt
2-s2.0-85109511016,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Japan
2-s2.0-85109373096,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85109186371,4,Sentiment & Emotion Analysis,0.3,Africa & Middle East,pre_chatgpt,2021-06-01,Jordan
2-s2.0-85109132178,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,pre_chatgpt,2021-06-01,Switzerland
2-s2.0-85109066280,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85108918470,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85108915327,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,North America,pre_chatgpt,2021-06-01,Canada
2-s2.0-85108911439,123,"Topic0_Sub_123: birth, maternal, woman, pregnancy, child, infant, health, ri",0.1,North America,pre_chatgpt,2021-06-01,Canada
2-s2.0-85108584755,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85108551633,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,pre_chatgpt,2021-06-01,Netherlands
2-s2.0-85108532760,113,"Topic0_Sub_113: cancer, breast, breast cancer, tumor, patient, gene, surviva",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Japan
2-s2.0-85108453191,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Malaysia
2-s2.0-85108413919,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85108356951,-1,,,Europe,pre_chatgpt,2021-06-01,Turkey
2-s2.0-85108329354,128,"Topic0_Sub_128: supply chain, chain, supply, demand, inventory, forecasting,",0.1,North America,pre_chatgpt,2021-06-01,Canada
2-s2.0-85108270079,123,"Topic0_Sub_123: birth, maternal, woman, pregnancy, child, infant, health, ri",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Bangladesh
2-s2.0-85108253590,-1,,,Europe,pre_chatgpt,2021-06-01,Ireland
2-s2.0-85108214482,-1,,,Latin America,pre_chatgpt,2021-06-01,Brazil
2-s2.0-85108195761,38,AI in Epidemiology & Public Health,0.3,Europe,pre_chatgpt,2021-06-01,Netherlands
2-s2.0-85108123258,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85108090126,143,"Topic0_Sub_143: pavement, asphalt, road, maintenance, mix, pavement performa",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85108027051,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85107978138,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85107952646,125,"Topic0_Sub_125: project, construction, construction project, cost, building,",0.1,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85107905835,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Latin America,pre_chatgpt,2021-06-01,Uruguay
2-s2.0-85107889512,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Pakistan
2-s2.0-85107885182,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,Europe,pre_chatgpt,2021-06-01,Cyprus
2-s2.0-85107867606,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85107844506,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85107805391,4,Sentiment & Emotion Analysis,0.3,Asia-Pacific,pre_chatgpt,2021-06-01,Malaysia
2-s2.0-85107781590,1,Drug Discovery & Molecular AI,0.0,Europe,pre_chatgpt,2021-06-01,Switzerland
2-s2.0-85107764947,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Taiwan
2-s2.0-85107660579,149,"Topic0_Sub_149: fatigue, movement, muscle, hand, rehabilitation, motion, emg",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85107439850,-1,,,Africa & Middle East,pre_chatgpt,2021-06-01,Egypt
2-s2.0-85107419122,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Thailand
2-s2.0-85107382326,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2021-06-01,Spain
2-s2.0-85107362313,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85107351059,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85107341497,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85107299743,113,"Topic0_Sub_113: cancer, breast, breast cancer, tumor, patient, gene, surviva",0.1,Europe,pre_chatgpt,2021-06-01,France
2-s2.0-85107015639,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85107005056,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,Iran
2-s2.0-85107003511,-1,,,North America,pre_chatgpt,2021-06-01,Canada
2-s2.0-85106997574,-1,,,Africa & Middle East,pre_chatgpt,2021-06-01,South Africa
2-s2.0-85106500404,-1,,,Europe,pre_chatgpt,2021-06-01,Ireland
2-s2.0-85106483866,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2021-06-01,Czechia
2-s2.0-85106310427,-1,,,Europe,pre_chatgpt,2021-06-01,Poland
2-s2.0-85105888384,138,"Topic0_Sub_138: battery, lithium, vehicle, ion, electric vehicle, electric, ",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85105754958,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85105743945,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85105546568,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Europe,pre_chatgpt,2021-06-01,Turkey
2-s2.0-85105478984,133,"Topic0_Sub_133: emission, carbon, carbon emission, inf, inf emission, inf in",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85105449098,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85104640022,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85104625213,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85104563619,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85104440381,1,Drug Discovery & Molecular AI,0.0,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85104317955,120,"Topic0_Sub_120: maintenance, fault, manufacturing, production, industrial, p",0.1,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85103951017,143,"Topic0_Sub_143: pavement, asphalt, road, maintenance, mix, pavement performa",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85103936090,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85103833247,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85103775091,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85103736014,-1,,,Europe,pre_chatgpt,2021-06-01,Turkey
2-s2.0-85103688693,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85103667897,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85103575344,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85103274137,149,"Topic0_Sub_149: fatigue, movement, muscle, hand, rehabilitation, motion, emg",0.1,Europe,pre_chatgpt,2021-06-01,Norway
2-s2.0-85102899086,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85102836343,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85102823740,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Hong Kong
2-s2.0-85102803119,131,"Topic0_Sub_131: urban, street, city, space, vitality, land, spatial, neighbo",0.1,Europe,pre_chatgpt,2021-06-01,Ireland
2-s2.0-85102634462,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Japan
2-s2.0-85102489960,117,"Topic0_Sub_117: inf, air, inf inf, pollution, air quality, air pollution, co",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85102179414,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85102055755,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85102042372,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Europe,pre_chatgpt,2021-06-01,Poland
2-s2.0-85101991420,2,AI Cybersecurity & IoT Threats,0.9,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85101565968,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,South Korea
2-s2.0-85101341557,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,Iran
2-s2.0-85101324475,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Latin America,pre_chatgpt,2021-06-01,Brazil
2-s2.0-85101242941,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2021-06-01,Netherlands
2-s2.0-85100941930,-1,,,Europe,pre_chatgpt,2021-06-01,Portugal
2-s2.0-85100711311,43,Edge Computing & IoT Networks,0.3,Africa & Middle East,pre_chatgpt,2021-06-01,Saudi Arabia
2-s2.0-85100650454,151,AI Governance during COVID-19,0.6,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85100632401,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Europe,pre_chatgpt,2021-06-01,Austria
2-s2.0-85100416475,-1,,,Europe,pre_chatgpt,2021-06-01,Germany
2-s2.0-85100210838,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,Iran
2-s2.0-85099662764,5,Speech & Language Recognition,0.1,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85099442884,121,"Topic0_Sub_121: process, machining, manufacturing, parameter, laser, printin",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85099393297,-1,,,Europe,pre_chatgpt,2021-06-01,Spain
2-s2.0-85099200362,-1,,,North America,pre_chatgpt,2021-06-01,Canada
2-s2.0-85098939880,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85098561502,142,"Topic0_Sub_142: problem, optimization, algorithm, optimization problem, solu",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Japan
2-s2.0-85098508664,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,pre_chatgpt,2021-06-01,Slovakia
2-s2.0-85098453395,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Taiwan
2-s2.0-85097314510,-1,,,Europe,pre_chatgpt,2021-06-01,United Kingdom
2-s2.0-85096650500,136,"Topic0_Sub_136: suicide, suicidal, ideation, suicidal ideation, suicide atte",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,Australia
2-s2.0-85096393706,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,Nigeria
2-s2.0-85096292215,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85096074850,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85094922715,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85093070737,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,Singapore
2-s2.0-85091803788,-1,,,Europe,pre_chatgpt,2021-06-01,Germany
2-s2.0-85091789332,-1,,,Africa & Middle East,pre_chatgpt,2021-06-01,Iran
2-s2.0-85091788455,134,"Topic0_Sub_134: wildfire, forest, area, rcp, risk, detection, occurrence, fa",0.1,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85090842373,37,Causal Inference with AI,0.4,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85090555141,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85090474111,-1,,,Europe,pre_chatgpt,2021-06-01,Ireland
2-s2.0-85090438183,-1,,,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85089920862,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,Europe,pre_chatgpt,2021-06-01,Lithuania
2-s2.0-85088816026,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Europe,pre_chatgpt,2021-06-01,Belgium
2-s2.0-85088374677,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,India
2-s2.0-85087300805,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2021-06-01,Estonia
2-s2.0-85085918039,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,pre_chatgpt,2021-06-01,South Africa
2-s2.0-85085035678,-1,,,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85084140084,15,Predictive Policing & Criminal Justice AI,0.8,Europe,pre_chatgpt,2021-06-01,Netherlands
2-s2.0-85083767659,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85083426067,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-85082425362,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85081991894,-1,,,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-85079810480,11,AI in Real Estate Valuation,0.2,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85078529920,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Europe,pre_chatgpt,2021-06-01,Croatia
2-s2.0-85077590115,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,Europe,pre_chatgpt,2021-06-01,Denmark
2-s2.0-85077172198,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Europe,pre_chatgpt,2021-06-01,Germany
2-s2.0-85074392142,-1,,,Europe,pre_chatgpt,2021-06-01,Italy
2-s2.0-85071647714,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2021-06-01,Ireland
2-s2.0-105030517831,139,"Topic0_Sub_139: flight, airport, aircraft, airline, delay, air traffic, pass",0.1,North America,pre_chatgpt,2021-06-01,United States
2-s2.0-105021245680,-1,,,Asia-Pacific,pre_chatgpt,2021-06-01,China
2-s2.0-105017044663,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Africa & Middle East,pre_chatgpt,2021-06-01,Iraq
2-s2.0-85159136707,-1,,,Asia-Pacific,pre_chatgpt,2021-05-31,Philippines
2-s2.0-85111521516,103,"AI Law, Ethics & Human Rights",0.95,Europe,pre_chatgpt,2021-05-27,Germany
2-s2.0-85106152375,-1,,,North America,pre_chatgpt,2021-05-25,United States
2-s2.0-85106531585,1,Drug Discovery & Molecular AI,0.0,North America,pre_chatgpt,2021-05-24,United States
2-s2.0-85106519072,-1,,,Europe,pre_chatgpt,2021-05-24,Turkey
2-s2.0-85106510627,1,Drug Discovery & Molecular AI,0.0,North America,pre_chatgpt,2021-05-24,United States
2-s2.0-85104921310,1,Drug Discovery & Molecular AI,0.0,North America,pre_chatgpt,2021-05-24,United States
2-s2.0-85161703102,103,"AI Law, Ethics & Human Rights",0.95,Latin America,pre_chatgpt,2021-05-23,Brazil
2-s2.0-85102149142,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Europe,pre_chatgpt,2021-05-23,Czechia
2-s2.0-85105787361,-1,,,Europe,pre_chatgpt,2021-05-21,United Kingdom
2-s2.0-85105589700,-1,,,North America,pre_chatgpt,2021-05-21,United States
2-s2.0-85105906524,23,AI in Genomics & Microbiology,0.0,Asia-Pacific,pre_chatgpt,2021-05-18,South Korea
2-s2.0-85103737587,-1,,,Asia-Pacific,pre_chatgpt,2021-05-15,China
2-s2.0-85102457725,-1,,,Asia-Pacific,pre_chatgpt,2021-05-15,South Korea
2-s2.0-85102295599,-1,,,Asia-Pacific,pre_chatgpt,2021-05-15,South Korea
2-s2.0-85102113246,182,"Topic0_Sub_182: wind, cfd, building, dynamic cfd, computational, simulation,",0.1,Europe,pre_chatgpt,2021-05-15,United Kingdom
2-s2.0-85099568907,-1,,,Africa & Middle East,pre_chatgpt,2021-05-15,Morocco
2-s2.0-85105995277,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,pre_chatgpt,2021-05-14,Indonesia
2-s2.0-85108999338,-1,,,North America,pre_chatgpt,2021-05-13,United States
2-s2.0-85107045928,-1,,,Asia-Pacific,pre_chatgpt,2021-05-12,China
2-s2.0-85105937493,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,North America,pre_chatgpt,2021-05-11,United States
2-s2.0-85101917057,138,"Topic0_Sub_138: battery, lithium, vehicle, ion, electric vehicle, electric, ",0.1,Europe,pre_chatgpt,2021-05-11,Poland
2-s2.0-85106521538,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,pre_chatgpt,2021-05-10,Malaysia
2-s2.0-85102116211,-1,,,Asia-Pacific,pre_chatgpt,2021-05-10,Malaysia
2-s2.0-85106058958,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,Europe,pre_chatgpt,2021-05-04,Spain
2-s2.0-85106055223,5,Speech & Language Recognition,0.1,Asia-Pacific,pre_chatgpt,2021-05-04,China
2-s2.0-85107180200,11,AI in Real Estate Valuation,0.2,Asia-Pacific,pre_chatgpt,2021-05-02,South Korea
2-s2.0-85106644994,5,Speech & Language Recognition,0.1,Africa & Middle East,pre_chatgpt,2021-05-02,Saudi Arabia
2-s2.0-85106617099,-1,,,North America,pre_chatgpt,2021-05-02,United States
2-s2.0-85130376146,18,AI in Entrepreneurship & Innovation,0.3,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85126519391,37,Causal Inference with AI,0.4,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85125544228,15,Predictive Policing & Criminal Justice AI,0.8,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85117955391,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,pre_chatgpt,2021-05-01,India
2-s2.0-85112035428,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85107815118,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,pre_chatgpt,2021-05-01,Indonesia
2-s2.0-85107677021,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,pre_chatgpt,2021-05-01,South Korea
2-s2.0-85107542439,-1,,,Europe,pre_chatgpt,2021-05-01,Hungary
2-s2.0-85106886053,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Africa & Middle East,pre_chatgpt,2021-05-01,Saudi Arabia
2-s2.0-85106720809,149,"Topic0_Sub_149: fatigue, movement, muscle, hand, rehabilitation, motion, emg",0.1,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85106694008,13,AI in Cultural Heritage,0.1,Asia-Pacific,pre_chatgpt,2021-05-01,New Zealand
2-s2.0-85106673453,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Africa & Middle East,pre_chatgpt,2021-05-01,Iran
2-s2.0-85106563841,5,Speech & Language Recognition,0.1,Europe,pre_chatgpt,2021-05-01,France
2-s2.0-85106552427,1,Drug Discovery & Molecular AI,0.0,Asia-Pacific,pre_chatgpt,2021-05-01,China
2-s2.0-85106505132,162,"Topic0_Sub_162: pregnancy, infertility, reproductive, clinical, couple, vitr",0.1,Europe,pre_chatgpt,2021-05-01,Denmark
2-s2.0-85106473174,-1,,,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85106392427,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85106380738,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,pre_chatgpt,2021-05-01,Germany
2-s2.0-85106371060,-1,,,Europe,pre_chatgpt,2021-05-01,Spain
2-s2.0-85106270368,-1,,,Europe,pre_chatgpt,2021-05-01,Germany
2-s2.0-85106228129,-1,,,Africa & Middle East,pre_chatgpt,2021-05-01,Ghana
2-s2.0-85106218492,-1,,,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85106025944,10,AI in Ophthalmology,0.1,Asia-Pacific,pre_chatgpt,2021-05-01,Japan
2-s2.0-85106011193,-1,,,Latin America,pre_chatgpt,2021-05-01,Brazil
2-s2.0-85105972168,143,"Topic0_Sub_143: pavement, asphalt, road, maintenance, mix, pavement performa",0.1,Europe,pre_chatgpt,2021-05-01,Portugal
2-s2.0-85105955974,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,pre_chatgpt,2021-05-01,China
2-s2.0-85105932835,-1,,,Other / Unclassified,pre_chatgpt,2021-05-01,Unknown
2-s2.0-85105855478,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,pre_chatgpt,2021-05-01,Taiwan
2-s2.0-85105802288,4,Sentiment & Emotion Analysis,0.3,North America,pre_chatgpt,2021-05-01,Canada
2-s2.0-85105756611,-1,,,Europe,pre_chatgpt,2021-05-01,Italy
2-s2.0-85105756391,-1,,,Asia-Pacific,pre_chatgpt,2021-05-01,China
2-s2.0-85105750282,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Africa & Middle East,pre_chatgpt,2021-05-01,Iran
2-s2.0-85105720217,154,"Topic0_Sub_154: mental, mental health, health, psychotherapy, therapy, inter",0.1,Europe,pre_chatgpt,2021-05-01,United Kingdom
2-s2.0-85105702460,-1,,,Europe,pre_chatgpt,2021-05-01,Germany
2-s2.0-85105685698,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,Europe,pre_chatgpt,2021-05-01,Netherlands
2-s2.0-85105675938,151,AI Governance during COVID-19,0.6,Europe,pre_chatgpt,2021-05-01,United Kingdom
2-s2.0-85105653469,1,Drug Discovery & Molecular AI,0.0,Asia-Pacific,pre_chatgpt,2021-05-01,Singapore
2-s2.0-85105586955,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,Europe,pre_chatgpt,2021-05-01,France
2-s2.0-85105492022,-1,,,North America,pre_chatgpt,2021-05-01,United States
2-s2.0-85105478580,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,pre_chatgpt,2021-05-01,United Kingdom
2-s2.0-85105427718,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,pre_chatgpt,2021-05-01,China
