id	label	weight
6162	Xinjiang College of Science & Technology	2
6163	Swedish Medical Center, Seattle	2
6164	Beijing Key Laboratory for Helicobacter Pylori Infection and Upper Gastrointestinal Diseases	2
6165	Henan Provincial People's Hospital	2
6166	Qingdao Hengxing University of Science and Technology	2
6167	Ivey Business School	2
6168	Lille Économie Management ( LEM )	2
6169	Ibb University	2
6170	Regional Cancer Centre Stockholm-Gotland	2
6171	Academic Primary Health Care Centre	2
6172	CHU Lille	2
6173	Institutionen för Kliniska Vetenskaper, Malmö	2
6174	School of Engineering and Built Environment	2
6175	Taipei Medical University Shuang-Ho Hospital	2
6176	Medizinische Universität Wien Zentrum für Public Health	2
6177	Xi'an Children's Hospital	2
6178	Qatar Foundation	2
6179	Mbarara University of Science and Technology	2
6180	Geneva School of Economics and Management	2
6181	SENAI CIMATEC	2
6182	Changhua Christian Hospital	2
6183	Zibo Central Hospital	2
6184	CHU de Nantes	2
6185	Gutian County Hospital	2
6186	Nantes Université	2
6187	UACS Consulting Pty Ltd	2
6188	Kitware, Inc.	2
6189	University of Agriculture and Technology	2
6190	Eurac Research	2
6191	Kogi State University	2
6192	Balaji Institute of Modern Management (BIMM)	2
6193	Nanfang College of Sun Yet-sen University	2
6194	Institute of Process Engineering Chinese Academy of Sciences	2
6195	Abdullah Al Salem University	2
6196	Peter Maccallum Cancer Centre	2
6197	World University of Bangladesh	2
6198	Bangladesh Institute of Governance and Management	2
6199	Kennedy College of Sciences	2
6200	East Central University	2
6201	Beijing Key Laboratory of Spatial Information Integration and 3S Engineering Application	2
6202	Seokyeong University	2
6203	CVS Health	2
6204	IBM Watson Health	2
6205	Health Human Resources Research Center (SUMS)	2
6206	Institutionen för Translationell Medicin	2
6207	Guangdong Provincial Engineering and Technologies Research Centre for Smart Learning	2
6208	Guangdong Provincial Institute of Elementary Education and Information Technology	2
6209	Demos Helsinki	2
6210	Hochschule Esslingen	2
6211	Faculty of Computers & Informations	2
6212	Zhuhai People's Hospital	2
6213	National Chi Nan University	2
6214	The Catholic University of Korea Uijeongbu St. Mary‘s Hospital	2
6215	Central University of Himachal Pradesh	2
6216	Thayer School of Engineering at Dartmouth	2
6217	Hainan Hospital of PLA General Hospital	2
6218	Yili Normal University	2
6219	Nile Higher Institute for Engineering and Technology	2
6220	University of Nebraska Medical Center	2
6221	Scripps Translational Science Institute	2
6222	University of Applied Sciences Upper Austria, School of Management	2
6223	Little Miami Conservancy	2
6224	Symbiosis Centre for Management Studies, Nagpur	2
6225	Hochschule Hannover	2
6226	Universität Witten/Herdecke	2
6227	Daegu National University of Education	2
6228	Doshisha Women's College of Liberal Arts	2
6229	FDP Institute	2
6230	The Third Affiliated Hospital of Shenzhen University	2
6231	Guanghua School of Management Peking University	2
6232	College of Engineering and Polymer Science	2
6233	Korea Information Society Development Institute	2
6234	Shahid Ashrafi Esfahani University	2
6235	Ekonomicky ustav Slovak Academy of Sciences	2
6236	Kalasin University	2
6237	UBT – University for Business and Technology	2
6238	School of Pedagogical and Technological Education	2
6239	Ministry of Public Work of Kuwait	2
6240	Faculty of Nursing and Midwifery	2
6241	UNM School of Medicine	2
6242	OpenAI, Inc.	2
6243	Qure.ai	2
6244	Universidade Portucalense Infante D.Henrique	2
6245	The State University of New Jersey	2
6246	Department of Biosystems and Agricultural Engineering	2
6247	Shangqiu University	2
6248	St. Joseph's College of Arts & Science	2
6249	Compucom Institute of Technology and Management	2
6250	Qingdao University, School of Medicine	2
6251	Dakota State University	2
6252	Indian Institute of Information Technology, Sonepat	2
6253	MODUL University Vienna	2
6254	ICFAI University Tripura	2
6255	Bahra University, Shimla	2
6256	Seton Hall University	2
6257	Xichang University	2
6258	Knowledge University	2
6259	Capital University of Science & Technology	2
6260	Nuffield College, University Of Oxford	2
6261	Sinai Health System	2
6262	ACIS Innovation + Engineering S.L. (ACIS2in)	2
6263	Universitas Islam Negeri Raden Intan Lampung	2
6264	Burapha University	2
6265	German Institute for Economic Research	2
6266	Danderyds Sjukhus	2
6267	Universidad Nacional de Colombia - Sede Palmira	2
6268	Institute of Medicinal Plant Development, Chinese Academy of Medical Sciences & Peking Union Medical College	2
6269	Punjab Remote Sensing Centre	2
6270	Benemérita Escuela Normal de Coahuila	2
6271	The University of Kitakyushu	2
6272	Chengdu Aircraft Design and Research Institute	2
6273	Qinhuangdao Vocational and Technical College	2
6274	Council for Scientific and Industrial Research Ghana	2
6275	Escuela Técnica Superior de Ingeniería de Sistemas Informáticos, Universidad Politécnica de Madrid	2
6276	Dr. Vithalrao Vikhe Patil College of Engineering	2
6277	International Medical University	2
6278	Jilin Engineering Normal University	2
6279	University Hospital Augsburg	2
6280	Northern General Hospital	2
6281	KAIST College of Business	2
6282	Tourism College of Zhejiang	2
6283	Università Vita-Salute San Raffaele	2
6284	Deutsches Diabetes-Zentrum	2
6285	Deutsches Zentrum für Diabetesforschung	2
6286	Escuela Superior Politecnica del Litoral Ecuador	2
6287	Mahatma Jyotiba Phule Rohilkhand University	2
6288	National Institute of Technology, Arunachal Pradesh	2
6289	Istituto di Ricerche Farmacologiche Mario Negri	2
6290	Royal Botanic Gardens, Kew	2
6291	Technische Hochschule Lübeck	2
6292	Shalvata Mental Health Center	2
6293	Madras Institute of Technology	2
6294	School of Engineering & Applied Sciences	2
6295	Sri Sairam Engineering College, Chennai	2
6296	Mattu University	2
6297	The Faculty of Health Sciences	2
6298	Peres Academic Center	2
6299	Faculty of Architecture and Planning Thammasat University	2
6300	Alberta Children’s Hospital Research Institute	2
6301	University for Continuing Education Krems	2
6302	Rady Children's Hospital	2
6303	UBC Sauder School of Business	2
6304	Institute of Earth Environment	2
6305	Yale-New Haven Hospital	2
6306	Florida Institute of Technology	2
6307	Norm Asbjornson College of Engineering	2
6308	Guiding Technologies Corporation	2
6309	Leeds Trinity University	2
6310	Universidade do Vale do Itajai	2
6311	Seattle Children's Hospital	2
6312	The Egyptian E-Learning University	2
6313	Pacific Graduate School of Psychology	2
6314	Beijing Institute of Graphic Communication	2
6315	Khoy University of Medical Sciences	2
6316	Universidade do Estado de Santa Catarina	2
6317	Chengde Medical University	2
6318	NTNU Business School	2
6319	Teijin Pharma Limited	2
6320	Advanced Mobility Analytics Group	2
6321	Njala University	2
6322	Central Road Research Institute, New Delhi	2
6323	Magyar Tudomanyos Akademia	2
6324	National Institute for Mathematical Sciences	2
6325	Arden University	2
6326	West Texas A&M University	2
6327	NingboTech University	2
6328	Indian Institute of Management Amritsar	2
6329	National Science Library, Chinese Academy of Sciences	2
6330	Symbiosis Institute of Technology, Nagpur	2
6331	Shanghai Engineering Research Center of Intelligent Computing System	2
6332	State Key Laboratory of Advanced Special Steel	2
6333	Terry College of Business	2
6334	Indian Institute of Chemical Biology	2
6335	Connecticut Children's Medical Center	2
6336	Changzheng Hospital	2
6337	College of Environment	2
6338	UConn Health	2
6339	Manipal College of Health professions	2
6340	Școala Naţională de Studii Politice și Administrative	2
6341	Yancheng Institute of Technology	2
6342	Tokyo Metropolitan Institute for Geriatrics and Gerontology	2
6343	CSIC-UAM - Instituto de Investigacion en Ciencias de la Alimentacion (CIAL)	2
6344	IADE - Universidade Europeia	2
6345	ISEC Lisboa - Instituto Superior de Educação e Ciências	2
6346	Maragheh University of Medical Sciences	2
6347	University of Douala	2
6348	Engineering College Bikaner	2
6349	Health Innovation Manchester	2
6350	Thurgau University of Teacher Education	2
6351	Faculty of Economics and Business, University of Rijeka	2
6352	University of San Diego	2
6353	Chern Institute of Mathematics	2
6354	Yanqi Lake Beijing Institute of Mathematical Sciences and Applications	2
6355	Sami Shamoon College of Engineering	2
6356	GL Bajaj Group of Institutions	2
6357	ESCA Ecole de Management	2
6358	President University	2
6359	Keshav Mahavidyalaya	2
6360	Al-Manara College for Medical Sciences	2
6361	Cihan University-Erbil	2
6362	Hebei Geo university	2
6363	TERI School of Advanced Studies	2
6364	Oxford Brookes Business School	2
6365	Universidad Tecnológica de Bolívar	2
6366	Universidad de Cartagena	2
6367	University of Professional Studies, Accra	2
6368	School of Materials Science and Engineering	2
6369	CSIR - Institute for Scientific and Technological Information	2
6370	Agency for Science, Technology and Research, Singapore	2
6371	Highland Instruments	2
6372	Louis Stokes Cleveland VA Medical Center	2
6373	NUST Business School	2
6374	National Pedagogical University of Uzbekistan	2
6375	People's Hospital of Xinjiang Uyghur Autonomous Region	2
6376	Emerson College	2
6377	Pusan National University Yangsan Hospital	2
6378	Université de Namur	2
6379	Western Washington University	2
6380	Biozentrum der Universität Würzburg	2
6381	Pontifical University of John Paul II	2
6382	Institut für Friedensforschung und Sicherheitspolitik an der Universität Hamburg	2
6383	Ultimate Research Network (URN)	2
6384	Alex Ekwueme Federal University, Ndufu-Alike	2
6385	Hebei Finance University	2
6386	Amity University Mumbai	2
6387	Mimar Sinan Güzel Sanatlar Üniversitesi	2
6388	Thuyloi University	2
6389	Kagoshima University Graduate School of Medical and Dental Sciences	2
6390	Université Constantine 1	2
6391	Médialab Sciences Po	2
6392	Institute of Coal Chemistry Chinese Academy of Sciences	2
6393	Moroccan Foundation for Advanced Science	2
6394	Kagoshima Sonoda Eye and Plastic Surgery Clinic	2
6395	Fachhochschule Nordwestschweiz FHNW	2
6396	The University of Dodoma	2
6397	Foreign Trade University	2
6398	Universitas Islam Sumatera Utara	2
6399	Toulouse School of Economics - Recherche - (TSE-R)	2
6400	Hospital Universitario Infanta Leonor	2
6401	Savana Research S.L.	2
6402	Hitotsubashi University	2
6403	GfK Group	2
6404	Sheikh Khalifa Medical City	2
6405	Hamm-Lippstadt University of Applied Sciences	2
6406	New York State Psychiatric Institute	2
6407	Shanghai University of Electric Power	2
6408	POSCO	2
6409	University of Toyama, Faculty of Medicine	2
6410	JSofteris Company	2
6411	National Institute for Genetic Engineering and Biotechnology Iran	2
6412	Universitat Ramon Llull	2
6413	Hospital Universitario Reina Sofia	2
6414	South Eastern University of Sri Lanka	2
6415	Government College Women University Sialkot	2
6416	Huanghe Science & Technology University	2
6417	Instituto de Pesquisas Tecnologicas	2
6418	Sultan My Slimane University	2
6419	University of Social Welfare and Rehabilitation Sciences	2
6420	CatchPredict SpA	2
6421	Good Research and Science (GRS)	2
6422	Santhiram Engineering College	2
6423	Salaam University	2
6424	CTBC Business School	2
6425	Department of Food and Animal Biotechnology	2
6426	Guangxi Power Grid Co Ltd	2
6427	Polytechnic University	2
6428	Frederick University	2
6429	The Stephen J. R. Smith School of Business	2
6430	Sprott School of Business	2
6431	Centre National de Recherche Appliquée en Génie Parasismique (CGS)	2
6432	Shandong Cancer Hospital	2
6433	Dalian Seventh People's Hospital	2
6434	Rambam Health Care Campus Israel	2
6435	Karl Landsteiner University of Health Sciences	2
6436	Dijlah University	2
6437	Center for Food and Bioconvergence	2
6438	Laboratoire de Informatique, Modélisation des Systèmes et Aide à la Décision	2
6439	Kyungdong University	2
6440	Center for Microbiome Innovation	2
6441	CCS Haryana Agricultural University	2
6442	Priyadarshini College of Engineering, Nagpur	2
6443	Singapore Institute of Technology	2
6444	Spaulding Rehabilitation Hospital Network	2
6445	Menlo College	2
6446	Mudanjiang Normal University	2
6447	Book Hack Enterprise	2
6448	Perm National Research Polytechnic University	2
6449	Zhengzhou Normal University	2
6450	Jiangsu Maritime Institute	2
6451	Hoover Institution	2
6452	Silver School of Social Work	2
6453	Faculteit Industrieel Ontwerpen, TU Delft	2
6454	Ion Mincu University of Architecture and Urbanism	2
6455	Shaoguan University	2
6456	Central University of Rajasthan	2
6457	Hanshin University	2
6458	Universidad Externado de Colombia	2
6459	Govind Ballabh Pant Institute of Engineering & Technology, Pauri Garhwal	2
6460	Immanuel Kant Baltic Federal University	2
6461	University of Technology and Applied Sciences Shinas	2
6462	Fraunhofer Institute for Applied Information Technology FIT	2
6463	Armasuisse, Switzerland	2
6464	Rajaie Echocardiography Research Center	2
6465	Rajaie Cardiovascular Intervention Research Center	2
6466	Shaheed Rajaie Cardiovascular Medical and Research Center	2
6467	School of Medicine (IUMS)	2
6468	College of Agriculture and Life Sciences	2
6469	Maharaja Agrasen Institute of Management Studies	2
6470	Universidade dos Açores	2
6471	Holborn Chambers	2
6472	Faculté des Sciences de l'Education	2
6473	Helmholtz-Zentrum Hereon GmbH	2
6474	Hubei Provincial Collaborative Innovation Center for Water Resources Security	2
6475	William James College	2
6476	European Central Bank	2
6477	Dipartimento di Management	2
6478	Federal Reserve Bank of Boston	2
6479	Valencian Graduate School and Research Network of Artificial Intelligence	2
6480	Engineering Laboratory of Operations Analytics and Optimization for Smart Industry, Liaoning Province, Northeastern University	2
6481	Mozilla Foundation	2
6482	Kwangwoon University	2
6483	Muscat College	2
6484	Research Institute of Forests and Rangelands, Tehran	2
6485	Guangzhou Urban Planning & Design Survey Research Institute	2
6486	Guangdong Enterprise Key Laboratory for Urban Sensing	2
6487	Shiraz University of Technology	2
6488	Collaborative Innovation Center for Natural Resources Planning and Marine Technology of Guangzhou	2
6489	NHS National Services Scotland	2
6490	Moodlakatte Institute of Technology	2
6491	Dyal Singh College	2
6492	Kuwait Institute for Scientific Research	2
6493	Azienda Ospedaliero-Universitaria di Parma	2
6494	Ignatius Ajuru University of Education, Rumuolumeni	2
6495	Korea Water Environment Research Institute	2
6496	School of Allied Medical Sciences	2
6497	ECAM-EPMI	2
6498	Faculty of Architecture and Planning, King Abdulaziz University	2
6499	Guangzhou Academy of Fine Arts	2
6500	Centre Hospitalier Universitaire de Clermont-Ferrand	2
6501	The ADAPT Centre	2
6502	Thai Nguyen University of Information and Communication Technology (ICTU)	2
6503	Universitas Muhammadiyah Purwokerto	2
6504	Institute of Theoretical and Applied Informatics of the Polish Academy of Sciences	2
6505	Naval Medical Center - Portsmouth	2
6506	Yellow Sea Fisheries Research Institute Chinese Academy of Fishery Science	2
6507	Danmarks Institut for Pædagogik og Uddannelse	2
6508	Auckland Institute of Studies	2
6509	Business School Lausanne	2
6510	Hochschule Fresenius	2
6511	Shri Vaishnav Vidyapeeth Vishwavidyalaya	2
6512	Tubular Goods Research Center of CNPC	2
6513	Universidade de Coimbra, Instituto de Engenharia de Sistemas E Computadores de Coimbra	2
6514	Seoul Women's University	2
6515	ISM University of Management and Economics	2
6516	Department of Biomedical Informatics	2
6517	Bauhaus-Universität Weimar	2
6518	Shanghai Institute of Nutrition and Health	2
6519	Research Institute of Petroleum Processing	2
6520	Washington State University	2
6521	School of Materials Science and Engineering Zhejiang University	2
6522	Russian State University of Justice	2
6523	School of Applied Educational Science and Teacher Education	2
6524	Istituto Nazionale di Fisica Nucleare, Sezione di Catania	2
6525	Medical College of Georgia	2
6526	Faculty of Engineering and Information Technology	2
6527	Trent University	2
6528	Shangqiu Normal University	2
6529	Dire Dawa University	2
6530	Universidade de Coimbra, Faculdade de Ciências e Tecnologia	2
6531	Government College of Management Sciences	2
6532	Fuyao University of Science and Technology	2
6533	Utrecht University of Applied Sciences	2
6534	University of Tyumen	2
6535	Lietuvos Sveikatos Mokslų Universitetas	2
6536	Taiwan Semiconductor Manufacturing Company	2
6537	Judiciary Research Institute	2
6538	Colliga Apps Corporation	2
6539	University of Aberdeen Business School	2
6540	Garden City University College	2
6541	Shanghai Sanda University	2
6542	Yango University	2
6543	Egyptian General Petroleum Corporation	2
6544	University of Zimbabwe	2
6545	University of Coimbra, Institute of Systems and Robotics	2
6546	Wellesley College	2
6547	Haslam College of Business	2
6548	Dayalbagh Educational Institute	2
6549	Haskins Laboratories, Inc.	2
6550	Computer Science Faculty	2
6551	Channing Division of Network Medicine	2
6552	Dong A University	2
6553	Jinan Municipal Hospital of Traditional Chinese Medicine	2
6554	Ostbayerische Technische Hochschule Regensburg	2
6555	Kalaignarkarunanidhi Institute of Technology	2
6556	PATRIZIA SE	2
6557	Qatar University Young Scientists Center (QUYSC)	2
6558	Shandong University of Art and Design	2
6559	University of the South Pacific	2
6560	Berner Fachhochschule	2
6561	Hospital Universitario Virgen del Rocío	2
6562	Hopital Edouard Herriot	2
6563	Shijiazhuang People's Hospital	2
6564	Hôpitaux Universitaires de Genève	2
6565	Swami Keshwanand Rajasthan Agricultural University, Bikaner	2
6566	Coshare Energy Environment	2
6567	Iranian Ministry of Health and Medical Education	2
6568	The Women University Multan	2
6569	Vasyl‘ Stus Donetsk National University	2
6570	École Nationale Supérieure d'Informatique	2
6571	Helmholtz Centre for Infection Research (HZI)	2
6572	International Telecommunication Union	2
6573	National Physical Laboratory	2
6574	Nanotechnology Research Center	2
6575	School of Control Engineering, Northeastern University	2
6576	PLA Rocket Force Characteristic Medical Center	2
6577	Xinjiang Key Laboratory of Translational Biomedical Engineering	2
6578	Hanoi University of Mining and Geology	2
6579	Gangneung-Wonju National University	2
6580	ENSAE Paris	2
6581	Islamic Azad University, Urmia Branch	2
6582	Universidad Estatal a Distancia	2
6583	LabsLand	2
6584	Rajalakshmi Institute of Technology	2
6585	The Johns Hopkins Hospital	2
6586	Global 365MC Hospital	2
6587	Universidad Nacional de Ingenieria, Lima	2
6588	Fachhochschule Bonn-Rhein-Sieg	2
6589	CMR College of Engineering & Technology	2
6590	Rush Medical College	2
6591	Graduate School of Environmental Studies	2
6592	Northern University Bangladesh	2
6593	Escuela Andaluza Salud Publica	2
6594	Universidad Viña del Mar	2
6595	Lynker	2
6596	Medhavi Skills University	2
6597	California State University, East Bay	2
6598	North Bristol NHS Trust	2
6599	Instituto Superior de Engenharia de Lisboa	2
6600	Sultan Qaboos University College of Medicine and Health Sciences	2
6601	ProLogis	2
6602	Pham Ngoc Thach University of Medicine	2
6603	Academia Militar	2
6604	SRH University Heidelberg	2
6605	University of Halabja	2
6606	Saken Seifullin Kazakh Agrotechnical University	2
6607	Statistics Canada	2
6608	Universidad Autónoma de Tamaulipas	2
6609	Moscow University of Finance and Law	2
6610	Ivannikov Institute for System Programming of the RAS	2
6611	Hebei Clinical Research Center for Chronic Kidney Disease	2
6612	Universitas Islam Negeri Imam Bonjol Padang	2
6613	Universidade Comunitária da Região de Chapecó	2
6614	Dongguan City University	2
6615	Shanghai Customs College	2
6616	Universitätsklinikum des Saarlandes Medizinische Fakultät der Universität des Saarlandes	2
6617	University of Namibia	2
6618	Kateb Univesity	2
6619	Zhejiang Ningbo Ecological and Environmental Monitoring Center	2
6620	University of Oradea	2
6621	Changchun Guanghua University	2
6622	Fundación Universitaria Los Libertadores	2
6623	Zentrum für Regenerative Therapien Dresden	2
6624	Enugu State University of Science and Technology	2
6625	Wuhan Business University	2
6626	Arkin University of Creative Arts and Design	2
6627	Ain Shams University	2
6628	Mehran University of Engineering & Technology	2
6629	Egyptian Space Agency (EgSA)	2
6630	Fundación Universitaria del Área Andina	2
6631	Manipal School of Architecture & Planning	2
6632	Ghazi University	2
6633	Loma Linda University Medical Center	2
6634	Noguchi Memorial Institute for Medical Research	2
6635	Barcelona School of Economics	2
6636	International Institute of Management Studies	2
6637	Cleveland Clinic Lou Ruvo Center for Brain Health	2
6638	Universidad de Ciencias Médicas de Pinar del Río	2
6639	Shanxi DaTong DaXue	2
6640	The Bartlett Faculty of the Built Environment	2
6641	Hindusthan College of Engineering & Technology	2
6642	Centre for Epidemiology and Biostatistics	2
6643	Hitachi Solutions, Ltd.	2
6644	D-Prime LLC	2
6645	College of Engineering and Information Technology	2
6646	Rocky Vista University College of Osteopathic Medicine	2
6647	Egyptian Ministry of Health and Population	2
6648	Faculty of Engineering and Technology	2
6649	Ateneo de Zamboanga University	2
6650	Saint Petersburg Mining University	2
6651	University of Findlay	2
6652	Tottori University Faculty of Medicine	2
6653	Aja University of Medical Sciences	2
6654	Seth Jai Parkash Mukand Lal Institute of Engineering and Technology	2
6655	California Department of Water Resources	2
6656	Çankaya Üniversitesi	2
6657	Walmart Inc.	2
6658	The University of Haripur	2
6659	Department of Public Health and Primary Care	2
6660	Zhejiang International Studies University	2
6661	Waseda Institute for Advanced Study	2
6662	Leibniz-WissenschaftsCampus Primatenkognition	2
6663	Hassania School of Public Works	2
6664	Kumaraguru College of Technology	2
6665	School of Paramedical Sciences	2
6666	Universidad Católica de Santa María	2
6667	The Council for Scientific and Industrial Research	2
6668	Samsun University	2
6669	Veer Narmad South Gujarat University	2
6670	Korea Institute of Machinery & Materials	2
6671	The UWA Business School	2
6672	Rajagiri Business School	2
6673	Westmead Hospital	2
6674	SIOS Technology Inc.	2
6675	Lanzhou University of Technology	2
6676	Samara University, Ethiopia	2
6677	Nagoya City University	2
6678	IQVIA Brasil	2
6679	Guangdong University of Education	2
6680	Trondheim hovedkontor	2
6681	A-Star, Institute for Infocomm Research	2
6682	University of Maryland Center for Environmental Science	2
6683	Innovations for Poverty Action	2
6684	University of Agricultural Sciences, Bangalore	2
6685	Xinjiang Agricultural Informatization Engineering Technology Research Center	2
6686	Moscow University of the Ministry of Internal Affairs of the Russian Federation named after V.Ya. Kikotya	2
6687	Zhejiang University of Science and Technology	2
6688	CREA Research Centre for Olive	2
6689	Royal Berkshire NHS Foundation Trust	2
6690	Slovak University of Agriculture in Nitra	2
6691	Slovak Hydrometeorological Institute	2
6692	Royal Devon and Exeter Hospital	2
6693	Instituto Federal De Educação, Ciência E Tecnologia Catarinense - IFC	2
6694	Qingdao Agricultural University	2
6695	Universität Koblenz	2
6696	Miami Herbert Business School	2
6697	Scripps Memorial Hospital	2
6698	Helmholtz-Zentrum Berlin für Materialien und Energie (HZB)	2
6699	Shenyang Pharmaceutical University	2
6700	Ganzhou People's Hospital	2
6701	Escuela de Medicina y Ciencias de la Salud TecSalud	2
6702	Centro Federal de Educacao Tecnologica de Minas Gerais	2
6703	INSA Lyon	2
6704	Atria Institute of Technology	2
6705	FLAME University	2
6706	Busan National University of Education	2
6707	The Royal Free Hospital	2
6708	Cape Coast Teaching Hospital	2
6709	NRI Institute of Technology	2
6710	Youjiang Medical University for Nationalities	2
6711	St. Francis Xavier University	2
6712	Universidad Nacional de Cuyo	2
6713	Key Laboratory for Thermal Science and Power Engineering of Ministry of Education	2
6714	J.K.K Nataraja College of Arts & Science	2
6715	China University of Petroleum at Karamay	2
6716	Apple Computer	2
6717	Nandha Engineering College	2
6718	King's College Hospital	2
6719	NASA Goddard Institute for Space Studies	2
6720	Novo Nordisk Foundation Center for Protein Research	2
6721	NIHR Imperial Biomedical Research Centre	2
6722	Slone Epidemiology Center	2
6723	King’s Business School	2
6724	Forman Christian College Lahore	2
6725	Bayero University	2
6726	Université d'Evry Val d'Essonne	2
6727	Universidad Nacional de Moquegua	2
6728	Fujian Polytechnic Normal University	2
6729	Qingdao Central Hospital	2
6730	Xi'an Daxing Hospital	2
6731	IBM Research - Zurich	2
6732	Faculty of Education	2
6733	Tomsk State Pedagogical University - TSPU	2
6734	Eli Lilly and Company	2
6735	U.S. Army Engineer Research and Development Center	2
6736	Counties Manukau District Health Board	2
6737	University of Western Australia, Centre for Ophthalmology and Visual Science	2
6738	European University	2
6739	Institut Agama Islam Negeri Parepare	2
6740	Istituto Nazionale di Fisica Nucleare, Sezione di Pisa	2
6741	Ningbo Institute of Industrial Technology, Chinese Academy of Sciences	2
6742	College of Engineering & Applied Science	2
6743	Rouzbahan University	2
6744	Manipal Institute of Management	2
6745	Bapuji Institute of Engineering and Technology, Davangere	2
6746	Universidad Catolica de la Santisima Concepcion	2
6747	Menara Cyber Axis	2
6748	MAHSA University	2
6749	Academy of Technical and Art Applied Studies	2
6750	Universidade Estadual de Feira de Santana	2
6751	Universidade do Estado do Amapá	2
6752	Jiangsu Ocean University	2
6753	Ecole Nationale d'Ingénieurs de Gabes	2
6754	Harvey Mudd College	2
6755	Misr University for Science and Technology	2
6756	UIN Sunan Gunung Djati	2
6757	City of Hope National Med Center	2
6758	Hefei Institutes of Physical Science, Chinese Academy of Sciences	2
6759	Yangzhou Polytechnic College	2
6760	English Language Institute, King Abdulaziz University	2
6761	St Joseph Engineering College, Mangaluru	2
6762	Honda Research Institute Europe GmbH	2
6763	Centre for European Policy Studies (CEPS)	2
6764	Poornima Institute of Engineering & Technology	2
6765	Complejo Hospitalario Universitario de Santiago	2
6766	Federal University, Lafia	2
6767	Erasmus School of Health Policy & Management	2
6768	Mie University Graduate School of Medicine	2
6769	CETIM Centre Technique des Industries Mécaniques	2
6770	University of Khorfakkan	2
6771	Fondazione IRCCS Policlinico San Matteo	2
6772	Safahan Institute of Higher Education	2
6773	Odette School of Business	2
6774	Vietnam Maritime University	2
6775	Wuyi University	2
6776	Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO	2
6777	International University for Science and Technology	2
6778	Fannie Mae	2
6779	Changjiang Institute of Technology	2
6780	Planet I Technologies	2
6781	Islamic Azad University, Hamedan Branch	2
6782	Research Organization of Information and Systems National Institute of Informatics	2
6783	Erasmus School of Law	2
6784	Department of Microbiology, Genetics, & Immunology	2
6785	Iniohos Advisory Services	2
6786	Department of Statistics, Athens University of Economics and Business	2
6787	COMSATS University Islamabad, Vehari campus	2
6788	United Nations University Institute on Comparative Regional Integration Studies (UNU-CRIS)	2
6789	Boston University Metropolitan College	2
6790	Menzies Health Institute Queensland	2
6791	AiCure	2
6792	Shanxi Provincial Cancer Hospital	2
6793	The University of Sydney School of Dentistry	2
6794	UCI Paul Merage School of Business	2
6795	Royal Children's Hospital, Melbourne	2
6796	St. Petersburg Federal Research Center of the Russian Academy of Sciences	2
6797	Xiang'an Hospital of Xiamen University	2
6798	Srinivasa University	2
6799	Universidade Estadual de Montes Claros	2
6800	IFREMER Institut Francais de Recherche pour l'Exploitation de la Mer	2
6801	Alder Hey Children's Hospital	2
6802	Cheju Halla General Hospital	2
6803	Universidad Abierta Interamericana	2
6804	U.S. Army Cold Regions Research and Engineering Laboratory	2
6805	Affiliated Hospital of Youjiang Medical University for Nationalities	2
6806	Study World College of Engineering	2
6807	Lviv University of Business and Law	2
6808	Luxembourg Institute of Socio-Economic Research (LISER)	2
6809	Polish Academy of Sciences	2
6810	McMaster University, Faculty of Science	2
6811	Pharmaceutical Research Center	2
6812	Jaipuria Institute of Management, Noida	2
6813	Huaiyin Teachers University	2
6814	BGS College of Engineering and Technology	2
6815	MVJ College of Engineering	2
6816	R.M.D. Engineering College	2
6817	National Institute of Child Health and Human Development (NICHD)	2
6818	The Affiliated Kangning Hospital of Wenzhou Medical University	2
6819	CARIM School for Cardiovascular Disease	2
6820	Kurdistan University of Medical Sciences	2
6821	Grupo Christus Muguerza	2
6822	Department of Education	2
6823	Centro de Regulacion Genomica, Barcelona	2
6824	Leeds Business School	2
6825	Azienda Ospedale Università Padova	2
6826	University of New Mexico School of Engineering	2
6827	Islamic Azad University, Ahar Branch	2
6828	Abubakar Tatari Ali Polytechnic	2
6829	Women’s Hospital, School of Medicine, Zhejiang University	2
6830	Graduate School of Biomedical Sciences	2
6831	Neuromanagement Laboratory, Zhejiang University	2
6832	DCU Business School	2
6833	Scuola di Medicina e Chirurgia	2
6834	University of Liberal Arts Bangladesh	2
6835	Xi’an No.3 Hospital	2
6836	Université de Picardie Jules Verne	2
6837	IUMS Occupational Health Research Center	2
6838	School of Public Health (IUMS)	2
6839	Taishan University	2
6840	University of Winchester	2
6841	October High Institute for Engineering & Technology	2
6842	Terveyden ja Hyvinvoinnin Laitos	2
6843	South Australian Health and Medical Research Institute	2
6844	Thakur college of Engineering and Technology	2
6845	Bath Spa University	2
6846	Dipartimento di Economia, Management e Diritto dell'Impresa	2
6847	McGowan Institute for Regenerative Medicine	2
6848	Guangdong Academy of Agricultural Sciences	2
6849	Kabarak University	2
6850	Mstar Technologies Inc.	2
6851	Beijing Hospital	2
6852	CSIC-UAM-UC3M-UCM - Instituto de Ciencias Matematicas (ICMAT)	2
6853	Siirt Üniversitesi	2
6854	Hankamer School of Business	2
6855	Chinhoyi University of Technology	2
6856	GIET University, Gunupur	2
6857	Khartoum University	2
6858	Urban Traffic Technologies	2
6859	University of Cyberjaya	2
